object_type,object_id,st_astext
way,218253177,POINT (5.581827 50.639902)
way,173502683,POINT (5.580803 50.640212)
way,173502682,POINT (5.580625 50.640307)
way,35734661,POINT (5.580801 50.640495)
way,35734661,POINT (5.584617 50.638289)
way,35734661,POINT (5.584740 50.638217)
way,35734661,POINT (5.585862 50.637570)
way,35734661,POINT (5.586581 50.637155)
way,35915301,POINT (5.584516 50.638295)
way,35915301,POINT (5.584790 50.638141)
way,35915301,POINT (5.585827 50.637560)
way,35915301,POINT (5.586562 50.637148)
way,105914227,POINT (5.584358 50.638303)
way,105914227,POINT (5.584860 50.638033)
way,105914227,POINT (5.585772 50.637545)
way,105914227,POINT (5.586532 50.637138)
way,114800023,POINT (3.078758 50.649082)
way,81873728,POINT (3.081645 50.651927)
way,277933916,POINT (3.078686 50.649110)
way,278093416,POINT (3.081743 50.651871)
way,281458177,POINT (3.048152 50.655969)
way,333141339,POINT (3.048326 50.655883)
way,278093443,POINT (3.093927 50.660425)
way,81511683,POINT (3.093986 50.660392)
way,165981663,POINT (3.172210 50.675056)
way,165503589,POINT (3.182255 50.688467)
way,164788072,POINT (3.189669 50.691145)
way,164788072,POINT (3.189681 50.691126)
way,179279127,POINT (3.189738 50.691144)
way,166820738,POINT (3.160379 50.703816)
way,177081360,POINT (3.160779 50.702914)
way,93360521,POINT (-2.456971 50.708937)
way,223228116,POINT (-1.990872 50.714643)
way,254365379,POINT (3.159516 50.710727)
way,330571750,POINT (-1.982181 50.718694)
way,3081800,POINT (-1.984301 50.718853)
way,329014228,POINT (-1.984161 50.718879)
way,330571748,POINT (-1.981897 50.718922)
way,330571748,POINT (-1.981903 50.718850)
way,71617439,POINT (-1.881321 50.722945)
way,358317160,POINT (1.601207 50.721157)
way,333886200,POINT (-1.976246 50.730285)
way,4673554,POINT (-1.976244 50.730284)
way,4673554,POINT (-1.976214 50.730363)
way,330209509,POINT (-1.977948 50.732808)
way,330209538,POINT (-1.977995 50.732875)
way,330209526,POINT (-1.978135 50.732883)
way,330209526,POINT (-1.978093 50.732822)
way,350989233,POINT (3.145563 50.729062)
way,349872656,POINT (2.261705 50.741082)
way,349872649,POINT (2.261777 50.741120)
way,349872649,POINT (2.261817 50.741079)
way,349870326,POINT (2.261894 50.741133)
way,349872648,POINT (2.261697 50.741162)
way,349872648,POINT (2.261706 50.741173)
way,349872655,POINT (2.261656 50.741142)
way,349872655,POINT (2.261728 50.741101)
way,349872655,POINT (2.261622 50.741174)
way,78408914,POINT (2.270211 50.741022)
way,339974733,POINT (2.265136 50.741108)
way,329422227,POINT (-1.952308 50.747973)
way,23333467,POINT (0.256000 50.774322)
way,149667467,POINT (0.285248 50.766416)
way,155528099,POINT (-0.664495 50.783308)
way,28525386,POINT (5.469570 50.781720)
way,17251318,POINT (0.046821 50.788954)
way,186473696,POINT (0.045289 50.790471)
way,12161719,POINT (-1.054202 50.804680)
way,4382378,POINT (-0.135111 50.822664)
way,338125034,POINT (-0.130856 50.822019)
way,338125034,POINT (-0.130014 50.821891)
way,338125034,POINT (-0.132409 50.822255)
way,338125034,POINT (-0.132050 50.822201)
way,4382382,POINT (-0.133278 50.822387)
way,4382381,POINT (-0.134086 50.822509)
way,149035245,POINT (4.402579 50.815236)
way,149035242,POINT (4.402633 50.815102)
way,4651142,POINT (-0.411627 50.827843)
way,4651142,POINT (-0.411499 50.827632)
way,364784209,POINT (-0.412145 50.827867)
way,97664476,POINT (4.020504 50.829501)
way,124558325,POINT (4.021344 50.829735)
way,255459730,POINT (4.341010 50.838090)
way,255459732,POINT (4.341074 50.838084)
way,16235276,POINT (4.354616 50.838862)
way,262539215,POINT (0.477303 50.847018)
way,262539215,POINT (0.477325 50.846935)
way,113975125,POINT (-1.016777 50.864457)
way,113975125,POINT (-1.016777 50.864370)
way,124220274,POINT (-1.016622 50.864468)
way,124220274,POINT (-1.016622 50.864384)
way,113496738,POINT (4.299723 50.862746)
way,136355206,POINT (4.380462 50.881006)
way,136355205,POINT (4.380681 50.881093)
way,30350538,POINT (4.380915 50.881187)
way,133025377,POINT (4.447013 50.889268)
way,361066432,POINT (-1.400996 50.895907)
way,262730627,POINT (-1.401228 50.896174)
way,30992994,POINT (4.479279 50.895760)
way,121797004,POINT (4.481411 50.895223)
way,306577730,POINT (-1.451341 50.910193)
way,27119187,POINT (-1.415218 50.906477)
way,177122710,POINT (-1.415379 50.906520)
way,186961871,POINT (-1.415268 50.906689)
way,186961871,POINT (-1.415068 50.906630)
way,51753388,POINT (-1.397998 50.907734)
way,51753394,POINT (-1.397687 50.907755)
way,51753391,POINT (-1.398113 50.907858)
way,5072032,POINT (-1.397747 50.907861)
way,51753396,POINT (-1.397953 50.907894)
way,51753399,POINT (-1.397819 50.907923)
way,6769037,POINT (5.888751 50.923334)
way,6769037,POINT (5.888792 50.923270)
way,6768995,POINT (5.893553 50.924445)
way,80500971,POINT (5.888577 50.923291)
way,80500971,POINT (5.888620 50.923228)
way,368921161,POINT (-1.501711 50.930474)
way,316668747,POINT (1.810224 50.926183)
way,316668722,POINT (1.810282 50.926249)
way,316668742,POINT (1.810316 50.926288)
way,316668715,POINT (1.810392 50.926374)
way,316668744,POINT (1.810421 50.926407)
way,316668714,POINT (1.810481 50.926475)
way,316668707,POINT (1.810512 50.926510)
way,316668705,POINT (1.810651 50.926667)
way,316668713,POINT (1.810671 50.926691)
way,316668710,POINT (1.810695 50.926719)
way,316668724,POINT (1.810723 50.926751)
way,316668730,POINT (1.810786 50.926824)
way,316668733,POINT (1.810811 50.926853)
way,316668740,POINT (1.810841 50.926888)
way,316668704,POINT (1.810868 50.926919)
way,316668719,POINT (1.810990 50.927049)
way,316668711,POINT (1.811012 50.927073)
way,316668717,POINT (1.811038 50.927102)
way,316668702,POINT (1.811065 50.927131)
way,316668731,POINT (1.811109 50.927179)
way,316668706,POINT (1.811150 50.927224)
way,316668709,POINT (1.811187 50.927265)
way,180439512,POINT (1.811217 50.927298)
way,239545053,POINT (1.814207 50.932455)
way,180438223,POINT (1.814954 50.933261)
way,217877038,POINT (1.813393 50.934749)
way,124864632,POINT (1.813379 50.934794)
way,124864633,POINT (1.813383 50.934944)
way,124864628,POINT (1.813434 50.934973)
way,180437287,POINT (1.814487 50.935027)
way,180437287,POINT (1.814594 50.934452)
way,316668747,POINT (1.812782 50.925189)
way,180437287,POINT (1.814487 50.935027)
way,180437287,POINT (1.814594 50.934452)
way,239254171,POINT (1.814462 50.935252)
way,124864635,POINT (1.814370 50.935434)
way,180437284,POINT (1.814898 50.936042)
way,180437284,POINT (1.814568 50.936067)
way,180437284,POINT (1.814621 50.936063)
way,180437284,POINT (1.814711 50.936056)
way,180437284,POINT (1.814761 50.936052)
way,180437284,POINT (1.814840 50.936046)
way,180437284,POINT (1.814979 50.936035)
way,180437284,POINT (1.815033 50.936031)
way,180437284,POINT (1.815112 50.936025)
way,180437284,POINT (1.815172 50.936021)
way,180437284,POINT (1.815245 50.936015)
way,180437284,POINT (1.815303 50.936011)
way,180437284,POINT (1.815369 50.936006)
way,180437284,POINT (1.815463 50.936882)
way,221631394,POINT (1.814673 50.936956)
way,221631396,POINT (1.814721 50.937095)
way,107300434,POINT (7.019886 50.938853)
way,27257240,POINT (1.846150 50.950114)
way,34870801,POINT (2.425853 50.969317)
way,6774275,POINT (5.833562 50.981573)
way,348219042,POINT (5.843523 50.993297)
way,339784978,POINT (39.481773 50.986764)
way,256082283,POINT (39.482707 50.985998)
way,256082284,POINT (39.482716 50.986643)
way,120468326,POINT (-3.098380 51.013993)
way,120468326,POINT (-3.098010 51.014238)
way,74098182,POINT (-2.197287 51.009506)
way,266823038,POINT (-3.101421 51.015622)
way,146351232,POINT (-3.101231 51.015699)
way,273100844,POINT (-3.101182 51.015700)
way,72697071,POINT (2.358634 51.018634)
way,234572123,POINT (2.386440 51.017209)
way,100460893,POINT (4.480855 51.016558)
way,180313740,POINT (2.370060 51.030607)
way,120003796,POINT (2.371844 51.032264)
way,362310448,POINT (2.401651 51.033721)
way,36835226,POINT (2.379194 51.038187)
way,255641519,POINT (2.379608 51.038215)
way,118184533,POINT (2.380793 51.038298)
way,118176045,POINT (2.377603 51.038907)
way,175036850,POINT (2.382110 51.040723)
way,118193570,POINT (2.382308 51.040730)
way,118184547,POINT (2.382142 51.040769)
way,72300672,POINT (2.382267 51.040939)
way,175036848,POINT (2.382476 51.040984)
way,213547455,POINT (3.711284 51.037450)
way,5899500,POINT (3.710663 51.042356)
way,219649724,POINT (3.715443 51.037826)
way,219649724,POINT (3.715493 51.037792)
way,146228992,POINT (3.739532 51.037127)
way,359566320,POINT (13.734409 51.040137)
way,134372870,POINT (-4.038778 51.066433)
way,98944795,POINT (-1.798695 51.071708)
way,8500971,POINT (-1.789631 51.067420)
way,8500971,POINT (-1.789456 51.067438)
way,133847745,POINT (-0.733243 51.093168)
way,133847745,POINT (-0.732662 51.090964)
way,136441281,POINT (-0.733625 51.094287)
way,136441281,POINT (-0.733672 51.093688)
way,55870854,POINT (-0.733530 51.094258)
way,55870851,POINT (-0.733543 51.094309)
way,131975053,POINT (1.119044 51.093472)
way,131975053,POINT (1.117417 51.092906)
way,131975053,POINT (1.117417 51.092905)
way,131975053,POINT (1.117417 51.092904)
way,131975053,POINT (1.119230 51.093206)
way,131975053,POINT (1.119287 51.093074)
way,91286068,POINT (1.122005 51.093965)
way,91286068,POINT (1.122016 51.093960)
way,125479023,POINT (1.122081 51.094053)
way,125479023,POINT (1.122133 51.094029)
way,125464595,POINT (1.121908 51.094009)
way,125464595,POINT (1.122029 51.094077)
way,125464589,POINT (1.121886 51.094019)
way,125464589,POINT (1.121973 51.094103)
way,131975054,POINT (1.119467 51.093103)
way,131985717,POINT (1.123865 51.095356)
way,131985717,POINT (1.124281 51.095941)
way,131985717,POINT (1.124054 51.096043)
way,125464582,POINT (1.124007 51.096063)
way,132068371,POINT (1.118691 51.095744)
way,87997643,POINT (4.234452 51.097921)
way,344742371,POINT (-0.189861 51.116548)
way,280128861,POINT (-0.186343 51.129647)
way,244474194,POINT (-0.016926 51.126173)
way,231443401,POINT (1.333404 51.127612)
way,231443401,POINT (1.333405 51.127612)
way,231443401,POINT (1.333406 51.127612)
way,231443401,POINT (1.333406 51.127612)
way,231443401,POINT (1.333407 51.127613)
way,250002356,POINT (2.747891 51.133296)
way,4520944,POINT (0.875354 51.144141)
way,362351984,POINT (4.153998 51.153750)
way,362349477,POINT (4.154235 51.153042)
way,333056260,POINT (6.444356 51.163481)
way,366862977,POINT (-1.758853 51.177167)
way,40294860,POINT (-0.609495 51.184883)
way,211145789,POINT (4.416879 51.177458)
way,4381756,POINT (4.416938 51.177476)
way,211145735,POINT (4.417023 51.177234)
way,24407771,POINT (4.420791 51.176824)
way,362643127,POINT (4.420800 51.176828)
way,24407724,POINT (4.420849 51.176575)
way,24407773,POINT (4.421033 51.176824)
way,24407755,POINT (4.421071 51.176589)
way,357432450,POINT (4.412678 51.186863)
way,294711403,POINT (-2.202783 51.196299)
way,315047377,POINT (4.412532 51.201731)
way,45772348,POINT (4.412581 51.201746)
way,45772318,POINT (4.412643 51.201760)
way,6753325,POINT (5.993698 51.195023)
way,53622395,POINT (5.992877 51.197648)
way,317694449,POINT (51.367731 51.210511)
way,44981694,POINT (6.795492 51.215532)
way,46842895,POINT (4.420146 51.244808)
way,139359473,POINT (4.420420 51.243351)
way,154217427,POINT (-0.579707 51.247601)
way,23218986,POINT (-0.566524 51.247660)
way,350131859,POINT (5.713416 51.250608)
way,174737427,POINT (7.153963 51.250740)
way,148696845,POINT (-2.177029 51.261098)
way,27806640,POINT (-1.116701 51.262294)
way,24705060,POINT (-1.067720 51.260691)
way,57913400,POINT (22.548247 51.261430)
way,40050136,POINT (22.548481 51.261366)
way,252110979,POINT (0.526753 51.273099)
way,51370619,POINT (0.523793 51.282513)
way,110018110,POINT (6.770546 51.275518)
way,110018110,POINT (6.770577 51.275246)
way,218453170,POINT (-0.784330 51.293084)
way,118639363,POINT (1.058227 51.298704)
way,118554329,POINT (-2.973981 51.323206)
way,125691640,POINT (-0.765669 51.324907)
way,201836702,POINT (-0.762289 51.322302)
way,270077915,POINT (-0.561913 51.319053)
way,150513967,POINT (-0.561971 51.319082)
way,333176097,POINT (-0.779639 51.330736)
way,71138848,POINT (-0.772509 51.331020)
way,4591115,POINT (1.420071 51.334863)
way,370190674,POINT (-2.945181 51.335177)
way,41385128,POINT (-2.251076 51.339417)
way,182572998,POINT (0.743062 51.338831)
way,71505564,POINT (12.348242 51.339921)
way,71505564,POINT (12.348303 51.339810)
way,96084634,POINT (12.355537 51.344631)
way,365053871,POINT (12.359833 51.342193)
way,59459450,POINT (12.371194 51.344137)
way,59459450,POINT (12.371249 51.344222)
way,126579321,POINT (12.371088 51.344100)
way,126579321,POINT (12.370989 51.344102)
way,365703028,POINT (12.371410 51.344306)
way,365703028,POINT (12.371455 51.344259)
way,365704207,POINT (12.370979 51.344291)
way,365704207,POINT (12.371302 51.344304)
way,365704207,POINT (12.371793 51.344311)
way,366298127,POINT (12.371198 51.344143)
way,366298127,POINT (12.371016 51.344122)
way,209190550,POINT (12.371322 51.344432)
way,365703028,POINT (12.371353 51.344384)
way,366082691,POINT (12.371487 51.344433)
way,28432187,POINT (12.369199 51.342081)
way,93400215,POINT (12.369180 51.342034)
way,23008029,POINT (12.381319 51.343389)
way,150289856,POINT (12.381454 51.343377)
way,4301609,POINT (12.376872 51.344346)
way,23008030,POINT (12.376837 51.344404)
way,23008030,POINT (12.376751 51.344397)
way,23008030,POINT (12.376904 51.344409)
way,23008030,POINT (12.376944 51.344412)
way,23008030,POINT (12.377018 51.344417)
way,23008030,POINT (12.377129 51.344426)
way,123914279,POINT (12.378961 51.344636)
way,180361891,POINT (12.376977 51.344354)
way,252565249,POINT (12.377024 51.344358)
way,252565251,POINT (12.376828 51.344343)
way,252565766,POINT (12.377003 51.344356)
way,252979686,POINT (12.376843 51.344344)
way,326302344,POINT (12.378888 51.344642)
way,137270767,POINT (-2.980544 51.348813)
way,137270766,POINT (-2.980496 51.348273)
way,137270766,POINT (-2.980489 51.348191)
way,369937195,POINT (-2.943177 51.345485)
way,242790853,POINT (-0.473608 51.345672)
way,18921208,POINT (12.378847 51.345658)
way,18921208,POINT (12.378891 51.345661)
way,72303521,POINT (12.358580 51.358607)
way,96116180,POINT (12.359461 51.359142)
way,10639474,POINT (12.364097 51.356117)
way,241380955,POINT (-2.903934 51.367397)
way,4476014,POINT (-2.357242 51.383304)
way,338933284,POINT (-0.094489 51.381002)
way,369690742,POINT (1.395475 51.391455)
way,83933785,POINT (-3.337088 51.399519)
way,123449929,POINT (-3.340276 51.400227)
way,34692675,POINT (-3.289155 51.398816)
way,48206780,POINT (-3.283704 51.400396)
way,16815523,POINT (-1.324947 51.399429)
way,24274409,POINT (-0.294351 51.404617)
way,7617318,POINT (3.546721 51.396469)
way,365980398,POINT (4.756635 51.397426)
way,74772561,POINT (-3.262629 51.410092)
way,255443415,POINT (-3.251269 51.411797)
way,210943451,POINT (-0.750804 51.414438)
way,121079628,POINT (-0.667875 51.413661)
way,8049824,POINT (-0.294286 51.405524)
way,95687662,POINT (-0.162631 51.407103)
way,82116881,POINT (-2.510181 51.423756)
way,82116881,POINT (-2.510243 51.423654)
way,97016239,POINT (-0.748266 51.415883)
way,260272571,POINT (-0.559680 51.424273)
way,6108414,POINT (-0.559989 51.424939)
way,136462260,POINT (-0.566353 51.425386)
way,148634887,POINT (-0.566727 51.425597)
way,260278863,POINT (-0.570443 51.425709)
way,260278863,POINT (-0.570066 51.425691)
way,136462255,POINT (-0.566638 51.426024)
way,260276905,POINT (-0.570768 51.426187)
way,6108411,POINT (-0.562141 51.425203)
way,6108415,POINT (-0.560212 51.425538)
way,6108415,POINT (-0.561738 51.425597)
way,243164745,POINT (-0.564577 51.425683)
way,260221749,POINT (-0.561872 51.425863)
way,148639672,POINT (-0.562014 51.426769)
way,24168097,POINT (-0.563657 51.427060)
way,260221749,POINT (-0.562544 51.427079)
way,156870444,POINT (-0.564093 51.427186)
way,260260271,POINT (-0.561851 51.427931)
way,260260271,POINT (-0.561671 51.428136)
way,132087386,POINT (-0.037121 51.429109)
way,132087386,POINT (-0.037329 51.428640)
way,23440888,POINT (0.219059 51.426770)
way,43332483,POINT (0.219109 51.426878)
way,7156782,POINT (5.503929 51.434777)
way,7156987,POINT (5.504041 51.434760)
way,44495270,POINT (6.771053 51.427374)
way,44495270,POINT (6.770959 51.427205)
way,229145988,POINT (6.771329 51.427374)
way,229145988,POINT (6.771235 51.427208)
way,327969435,POINT (6.781461 51.430446)
way,241200226,POINT (6.775985 51.432591)
way,241200226,POINT (6.776579 51.432381)
way,2956787,POINT (-0.020089 51.444330)
way,7157317,POINT (5.504043 51.435093)
way,7157317,POINT (5.504151 51.435077)
way,208289165,POINT (-3.186385 51.449351)
way,208289165,POINT (-3.186250 51.449301)
way,357774225,POINT (-0.330540 51.449727)
way,45984457,POINT (0.119376 51.449356)
way,45984457,POINT (0.119413 51.449430)
way,45984471,POINT (0.119524 51.449330)
way,45984471,POINT (0.119564 51.449404)
way,344474215,POINT (5.465013 51.450648)
way,24516459,POINT (-3.273642 51.464816)
way,207653243,POINT (-2.585472 51.460083)
way,22789716,POINT (-0.978269 51.456121)
way,22789716,POINT (-0.978099 51.456110)
way,22789720,POINT (-0.977740 51.456799)
way,22789720,POINT (-0.977871 51.456801)
way,166922853,POINT (-0.142836 51.457310)
way,103278715,POINT (0.243433 51.459761)
way,349169500,POINT (7.015133 51.461460)
way,51009542,POINT (-3.258207 51.465705)
way,51009542,POINT (-3.258246 51.465797)
way,159556679,POINT (-3.203339 51.473978)
way,159556679,POINT (-3.203484 51.474248)
way,159556679,POINT (-3.203411 51.474112)
way,225925990,POINT (-2.572603 51.465751)
way,289376929,POINT (-0.453892 51.470329)
way,289376930,POINT (-0.453867 51.470336)
way,151714609,POINT (-0.453322 51.468199)
way,151714609,POINT (-0.453238 51.468184)
way,289376971,POINT (-0.453210 51.469634)
way,151714597,POINT (-0.453198 51.469422)
way,151714597,POINT (-0.453939 51.470317)
way,289865545,POINT (-0.452260 51.469179)
way,289865545,POINT (-0.452254 51.469154)
way,289755346,POINT (-0.452253 51.469184)
way,289755346,POINT (-0.452250 51.469154)
way,289865546,POINT (-0.452247 51.469189)
way,289865546,POINT (-0.452247 51.469154)
way,289376944,POINT (-0.452238 51.470073)
way,289865547,POINT (-0.452236 51.469198)
way,289865547,POINT (-0.452243 51.469154)
way,289376941,POINT (-0.452167 51.469667)
way,289376941,POINT (-0.452167 51.469432)
way,289376946,POINT (-0.452106 51.470074)
way,289865553,POINT (-0.452030 51.469956)
way,289865553,POINT (-0.452226 51.469206)
way,289865553,POINT (-0.452239 51.469154)
way,289376949,POINT (-0.451999 51.470076)
way,98437585,POINT (-0.405674 51.472074)
way,98437585,POINT (-0.405684 51.471932)
way,154184934,POINT (-0.405680 51.471978)
way,154184934,POINT (-0.405581 51.472107)
way,171868782,POINT (-0.405485 51.472920)
way,171868783,POINT (-0.405447 51.472157)
way,171868783,POINT (-0.405495 51.472002)
way,12343832,POINT (-0.105108 51.470581)
way,307554485,POINT (45.913216 51.466476)
way,307554349,POINT (45.913422 51.466321)
way,55291431,POINT (-3.194839 51.484958)
way,116979076,POINT (-3.180227 51.483751)
way,133735091,POINT (-2.128613 51.479864)
way,190396669,POINT (-0.492904 51.483638)
way,5089928,POINT (-0.492727 51.483509)
way,5089928,POINT (-0.492908 51.483513)
way,208598172,POINT (-0.492718 51.483643)
way,153992144,POINT (-0.486561 51.479259)
way,61919471,POINT (-0.450954 51.480523)
way,169377590,POINT (-0.449572 51.479536)
way,190401734,POINT (-0.449399 51.479467)
way,190409356,POINT (-0.428679 51.480623)
way,345124917,POINT (-0.306772 51.484421)
way,23792422,POINT (-0.306260 51.484648)
way,23806549,POINT (-0.306031 51.484679)
way,155184830,POINT (-0.285150 51.476007)
way,155184830,POINT (-0.285065 51.475997)
way,371206551,POINT (-0.042484 51.484074)
way,263943416,POINT (-0.042422 51.484077)
way,263943416,POINT (-0.042202 51.484087)
way,8828919,POINT (0.311604 51.476774)
way,140327831,POINT (3.635867 51.476779)
way,140327831,POINT (3.636120 51.476629)
way,203170380,POINT (-3.178901 51.493922)
way,48259762,POINT (-3.175544 51.491106)
way,267104991,POINT (-0.312524 51.489969)
way,327505908,POINT (-0.275801 51.490577)
way,327395889,POINT (-0.275597 51.491800)
way,209241164,POINT (-0.200477 51.492792)
way,209243257,POINT (-0.200273 51.492658)
way,4422917,POINT (-0.175490 51.493428)
way,23715298,POINT (-0.174615 51.494712)
way,240387237,POINT (-0.174551 51.493687)
way,240387237,POINT (-0.174499 51.493725)
way,24497578,POINT (-0.016101 51.490253)
way,258569039,POINT (0.014877 51.492866)
way,258569039,POINT (0.012761 51.491291)
way,169211122,POINT (-3.565765 51.497937)
way,4825945,POINT (-0.179651 51.497934)
way,118705210,POINT (-0.128415 51.500731)
way,256496235,POINT (-0.128362 51.500663)
way,256496235,POINT (-0.127930 51.500937)
way,4268556,POINT (-0.128362 51.500663)
way,256487997,POINT (-0.128334 51.500085)
way,4041071,POINT (-0.114332 51.504232)
way,207115201,POINT (-0.113853 51.504460)
way,256429333,POINT (-0.113665 51.504030)
way,256429491,POINT (-0.112377 51.504043)
way,256429491,POINT (-0.112265 51.504082)
way,256768299,POINT (-0.110272 51.502495)
way,77111472,POINT (-0.095227 51.501921)
way,211782554,POINT (-0.092772 51.500867)
way,166964587,POINT (-0.055278 51.497867)
way,23263397,POINT (0.059361 51.500106)
way,370386747,POINT (3.608132 51.495517)
way,370386747,POINT (3.608155 51.495431)
way,370386749,POINT (3.608365 51.495442)
way,140495504,POINT (3.608346 51.495530)
way,140495504,POINT (3.608573 51.495543)
way,370386748,POINT (3.608598 51.495455)
way,33063694,POINT (5.463341 51.496054)
way,296092505,POINT (5.463323 51.496193)
way,296092505,POINT (5.463471 51.496200)
way,33063695,POINT (5.463488 51.496060)
way,107402266,POINT (45.933292 51.502566)
way,31363610,POINT (46.132616 51.501993)
way,24033255,POINT (-3.584457 51.511295)
way,218271108,POINT (-3.220244 51.514245)
way,218271108,POINT (-3.220384 51.514163)
way,338348603,POINT (-3.191097 51.506380)
way,26009676,POINT (-0.595435 51.509654)
way,224398625,POINT (-0.595122 51.510563)
way,224398625,POINT (-0.595134 51.510518)
way,224398637,POINT (-0.595033 51.510510)
way,224398637,POINT (-0.594890 51.510610)
way,224278221,POINT (-0.595084 51.510703)
way,224278221,POINT (-0.594905 51.510698)
way,224278221,POINT (-0.594852 51.510696)
way,164154194,POINT (-0.594938 51.510502)
way,224398637,POINT (-0.595033 51.510510)
way,224398637,POINT (-0.594890 51.510610)
way,224278221,POINT (-0.595084 51.510703)
way,224278221,POINT (-0.594905 51.510698)
way,224278221,POINT (-0.594852 51.510696)
way,223725805,POINT (-0.593349 51.511104)
way,223727776,POINT (-0.580684 51.507872)
way,224398619,POINT (-0.580615 51.507939)
way,224003182,POINT (-0.581512 51.508397)
way,224003182,POINT (-0.581592 51.508336)
way,221903731,POINT (-0.355699 51.509617)
way,297670577,POINT (-0.222220 51.508653)
way,162969889,POINT (-0.222142 51.508683)
way,297670576,POINT (-0.222139 51.508696)
way,162974895,POINT (-0.221750 51.509005)
way,162969902,POINT (-0.221723 51.509152)
way,162969897,POINT (-0.221713 51.509014)
way,4256797,POINT (-0.126656 51.505639)
way,4256796,POINT (-0.125594 51.506015)
way,256387234,POINT (-0.123644 51.506440)
way,256387234,POINT (-0.124746 51.505098)
way,230502391,POINT (-0.123644 51.506440)
way,145344751,POINT (-0.123393 51.506627)
way,4253667,POINT (-0.114339 51.506051)
way,256429166,POINT (-0.113769 51.505284)
way,4253895,POINT (-0.080237 51.509542)
way,261754002,POINT (-0.063416 51.511240)
way,230310826,POINT (-0.041294 51.512867)
way,135228831,POINT (-0.028172 51.511847)
way,135228831,POINT (-0.028087 51.511782)
way,130073103,POINT (-0.026295 51.505773)
way,226404096,POINT (-0.025807 51.509651)
way,4499654,POINT (-0.025678 51.509654)
way,4499654,POINT (-0.025737 51.509598)
way,37607697,POINT (-0.010617 51.511236)
way,37607697,POINT (-0.010571 51.511288)
way,204040573,POINT (-0.010528 51.511234)
way,50382693,POINT (-0.000175 51.512748)
way,318556233,POINT (45.947986 51.513805)
way,194585158,POINT (45.978097 51.509070)
way,228461514,POINT (-3.391686 51.522521)
way,337593950,POINT (-3.218978 51.517240)
way,338642475,POINT (-3.216061 51.517358)
way,26200158,POINT (-3.215444 51.523097)
way,80238334,POINT (-3.139950 51.521331)
way,80238334,POINT (-3.139754 51.521269)
way,80238329,POINT (-3.139176 51.522228)
way,80238329,POINT (-3.139001 51.522168)
way,361989906,POINT (-0.234260 51.517278)
way,279154260,POINT (-0.138111 51.524937)
way,338124900,POINT (0.020664 51.516426)
way,260549352,POINT (0.105840 51.522684)
way,347276131,POINT (0.165204 51.519944)
way,60488319,POINT (5.390307 51.520281)
way,328753283,POINT (-3.187580 51.527062)
way,200634243,POINT (-2.609768 51.527899)
way,296895539,POINT (-0.168988 51.530035)
way,5862047,POINT (-0.056407 51.525965)
way,306180447,POINT (4.446996 51.532594)
way,7245034,POINT (4.464341 51.529126)
way,7245027,POINT (4.464355 51.529123)
way,7245027,POINT (4.464342 51.529118)
way,140294788,POINT (46.032024 51.534568)
way,302238929,POINT (46.040003 51.532828)
way,56761222,POINT (-3.376713 51.539639)
way,91083399,POINT (-3.261064 51.539834)
way,68247752,POINT (-3.260947 51.539993)
way,370649394,POINT (-3.133385 51.535361)
way,24280018,POINT (-2.393534 51.538126)
way,103812769,POINT (-2.394346 51.538224)
way,103818284,POINT (-2.391971 51.538364)
way,166767059,POINT (-1.728407 51.541717)
way,166767063,POINT (-1.728368 51.541731)
way,166767063,POINT (-1.728367 51.541704)
way,161815111,POINT (-1.733238 51.543387)
way,161815111,POINT (-1.733284 51.543400)
way,166762612,POINT (-1.733240 51.543431)
way,166762609,POINT (-1.733081 51.543476)
way,46919010,POINT (-0.175333 51.541656)
way,237501899,POINT (-0.006634 51.540852)
way,37052003,POINT (0.646101 51.541302)
way,155441388,POINT (0.646531 51.540954)
way,296628819,POINT (46.026557 51.535772)
way,77341064,POINT (-3.345142 51.545870)
way,170841221,POINT (-1.844030 51.549538)
way,170841223,POINT (-1.843924 51.549556)
way,170841223,POINT (-1.844026 51.549605)
way,188831011,POINT (-1.805722 51.554720)
way,188831016,POINT (-1.805718 51.554754)
way,188831020,POINT (-1.806818 51.554838)
way,188831015,POINT (-1.806792 51.554858)
way,188831015,POINT (-1.806776 51.554834)
way,304586107,POINT (-0.366709 51.549037)
way,303973181,POINT (-0.224625 51.547474)
way,157000730,POINT (-0.173958 51.546919)
way,210091973,POINT (-0.059702 51.549528)
way,210091973,POINT (-0.059718 51.549522)
way,210087075,POINT (-0.059708 51.549532)
way,31663041,POINT (-0.017191 51.554727)
way,31663041,POINT (-0.017102 51.554728)
way,31663041,POINT (-0.017050 51.554740)
way,232718990,POINT (-0.017097 51.554701)
way,232718990,POINT (-0.017043 51.554725)
way,239899666,POINT (0.014639 51.552628)
way,149588613,POINT (0.714792 51.551664)
way,336078161,POINT (46.027421 51.552515)
way,309388330,POINT (-1.790523 51.561626)
way,309388330,POINT (-1.790886 51.561966)
way,4954277,POINT (-1.779600 51.558232)
way,130885443,POINT (-0.120978 51.558885)
way,210337020,POINT (-0.120812 51.558771)
way,210336728,POINT (-0.120431 51.558443)
way,210336728,POINT (-0.120460 51.558386)
way,23548453,POINT (-0.046232 51.560220)
way,371754916,POINT (-0.045048 51.559263)
way,251261383,POINT (-0.039959 51.564430)
way,232721811,POINT (-0.015922 51.555687)
way,48606856,POINT (0.148022 51.561102)
